Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
laktat_loinc_2,laborwerte,,dropdown,Laktat LOINC-Code,"14118-4,14118-4 - Lactate [Masse/Volumen] in Serum oder Plasma | 30242-2,30242-2 - Lactate [Masse/Volumen] in Arterial blood | 59032-3,59032-3 - Lactate [Masse/Volumen] in Blut | 27941-4,27941-4 - Lactate [Masse/Volumen] in zerebraler Rückenmarksflüssigkeit",,,,,,"[laktat_unit] = ""2""",,,,,,
leukozyten_absolut_code,laborwerte,Leukozyten absolut,text,2.16.840.1.113883.6.1_804-5__2.16.840.1.113883.6.1_6690-2__2.16.840.1.113883.6.1_49498-9__2.16.840.1.113883.6.1_26464-8,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_804-5__2.16.840.1.113883.6.1_6690-2__2.16.840.1.113883.6.1_49498-9__2.16.840.1.113883.6.1_26464-8"""
leukozyten_absolut,laborwerte,Leukozyten absolut,text,Leukozyten absolut,,,number_comma_decimal,,,,,,,,,,
leukozyten_absolut_comparator,laborwerte,,dropdown,Leukozyten absolut Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
leukozyten_absolut_unit,laborwerte,,dropdown,Leukozyten absolut Einheit,"1,10*3/uL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
leukozyten_absolut_loinc_1,laborwerte,,dropdown,Leukozyten absolut LOINC-Code,"804-5,804-5 - Leukozyten [Anzahl/Volumen] in Blut durch manuelle Zählung | 6690-2,6690-2 - Leukozyten [Anzahl/Volumen] in Blut durch automatisierte Zählung | 49498-9,49498-9 - Leukozyten [Anzahl/Volumen] in Blut durch Schätzung | 26464-8,26464-8 - Leukozyten [Anzahl/Volumen] in Blut",,,,,,,,,,,,
lymphozyten_absolut_code,laborwerte,Lymphozyten absolut,text,2.16.840.1.113883.6.1_732-8__2.16.840.1.113883.6.1_731-0__2.16.840.1.113883.6.1_30364-4__2.16.840.1.113883.6.1_26474-7,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_732-8__2.16.840.1.113883.6.1_731-0__2.16.840.1.113883.6.1_30364-4__2.16.840.1.113883.6.1_26474-7"""
lymphozyten_absolut,laborwerte,Lymphozyten absolut,text,Lymphozyten absolut,,,number_comma_decimal,,,,,,,,,,
lymphozyten_absolut_comparator,laborwerte,,dropdown,Lymphozyten absolut Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
lymphozyten_absolut_unit,laborwerte,,dropdown,Lymphozyten absolut Einheit,"1,10*3/uL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
lymphozyten_absolut_loinc_1,laborwerte,,dropdown,Lymphozyten absolut LOINC-Code,"732-8,732-8 - Lymphozyten [Anzahl/Volumen] in Blut durch manuelle Zählung | 731-0,731-0 - Lymphozyten [Anzahl/Volumen] in Blut durch automatisierte Zählung | 30364-4,30364-4 - Lymphozyten [Anzahl/Volumen] in Blut durch Durchflusszytometrie | 26474-7,26474-7 - Lymphozyten [Anzahl/Volumen] in Blut",,,,,,,,,,,,
neutrophile_absolut_code,laborwerte,Neutrophile absolut,text,2.16.840.1.113883.6.1_753-4__2.16.840.1.113883.6.1_751-8__2.16.840.1.113883.6.1_26499-4,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_753-4__2.16.840.1.113883.6.1_751-8__2.16.840.1.113883.6.1_26499-4"""
neutrophile_absolut,laborwerte,Neutrophile absolut,text,Neutrophile absolut,,,number_comma_decimal,,,,,,,,,,
neutrophile_absolut_comparator,laborwerte,,dropdown,Neutrophile absolut Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
neutrophile_absolut_unit,laborwerte,,dropdown,Neutrophile absolut Einheit,"1,10*3/uL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
neutrophile_absolut_loinc_1,laborwerte,,dropdown,Neutrophile absolut LOINC-Code,"753-4,753-4 - Neutrophile [Anzahl/Volumen] in Blut durch manuelle Zählung | 751-8,751-8 - Neutrophile [Anzahl/Volumen] in Blut durch automatisierte Zählung | 26499-4,26499-4 - Neutrophile [Anzahl/Volumen] in Blut",,,,,,,,,,,,
ptt_code,laborwerte,Partielle Thromboplastinzeit,text,2.16.840.1.113883.6.1_16631-4__2.16.840.1.113883.6.1_43734-3__2.16.840.1.113883.6.1_14979-9__2.16.840.1.113883.6.1_3173-2,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_16631-4__2.16.840.1.113883.6.1_43734-3__2.16.840.1.113883.6.1_14979-9__2.16.840.1.113883.6.1_3173-2"""
ptt,laborwerte,Partielle Thromboplastinzeit,text,Partielle Thromboplastinzeit,,Partielle Thromboplastinzeit,number_comma_decimal,,,,,,,,,,
ptt_comparator,laborwerte,,dropdown,Partielle Thromboplastinzeit Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
ptt_unit,laborwerte,,dropdown,Partielle Thromboplastinzeit Einheit,"1,s",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
ptt_loinc_1,laborwerte,,dropdown,Partielle Thromboplastinzeit LOINC-Code,"16631-4,16631-4 - aPTT in Blut durch Gerinnung 1:1 Kochsalzlösung | 43734-3,43734-3 - aPTT in plättchenarmem Plasma durch Gerinnung 1:1 Kochsalzlösung | 14979-9,14979-9 - aPTT in plättchenarmem Plasma durch Gerinnungstest | 3173-2,3173-2 - aPTT in Blut durch Gerinnungstest",,,,,,,,,,,,
thrombozyten_absolut_code,laborwerte,Thrombozyten absolut,text,2.16.840.1.113883.6.1_74775-8__2.16.840.1.113883.6.1_13056-7__2.16.840.1.113883.6.1_26516-5__2.16.840.1.113883.6.1_74464-9__2.16.840.1.113883.6.1_778-1__2.16.840.1.113883.6.1_49497-1__2.16.840.1.113883.6.1_777-3__2.16.840.1.113883.6.1_26515-7,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_74775-8__2.16.840.1.113883.6.1_13056-7__2.16.840.1.113883.6.1_26516-5__2.16.840.1.113883.6.1_74464-9__2.16.840.1.113883.6.1_778-1__2.16.840.1.113883.6.1_49497-1__2.16.840.1.113883.6.1_777-3__2.16.840.1.113883.6.1_26515-7"""
thrombozyten_absolut,laborwerte,Thrombozyten absolut,text,Thrombozyten absolut,,,number_comma_decimal,,,,,,,,,,
thrombozyten_absolut_comparator,laborwerte,,dropdown,Thrombozyten absolut Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
thrombozyten_absolut_unit,laborwerte,,dropdown,Thrombozyten absolut Einheit,"1,10*3/uL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
thrombozyten_absolut_loinc_1,laborwerte,,dropdown,Thrombozyten absolut LOINC-Code,"74775-8,74775-8 - Blutplättchen [Anzahl/Volumen] in Platelet rich plasma durch automatisierte Zählung | 13056-7,13056-7 - Blutplättchen [Anzahl/Volumen] in Plasma durch automatisierte Zählung | 26516-5,26516-5 - Blutplättchen [Anzahl/Volumen] in Plasma | 74464-9,74464-9 - Blutplättchen [Anzahl/Volumen] in Kapillarblut durch manuelle Zählung | 778-1,778-1 - Blutplättchen [Anzahl/Volumen] in Blut durch manuelle Zählung | 49497-1,49497-1 - Blutplättchen [Anzahl/Volumen] in Blut durch Schätzung | 777-3,777-3 - Blutplättchen [Anzahl/Volumen] in Blut durch automatisierte Zählung | 26515-7,26515-7 - Blutplättchen [Anzahl/Volumen] in Blut",,,,,,,,,,,,
inr_code,laborwerte,International Normalized Ratio,text,2.16.840.1.113883.6.1_6301-6__2.16.840.1.113883.6.1_46418-0__2.16.840.1.113883.6.1_34714-6,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_6301-6__2.16.840.1.113883.6.1_46418-0__2.16.840.1.113883.6.1_34714-6"""
inr,laborwerte,International Normalized Ratio,text,International Normalized Ratio,,International Normalized Ratio,number_comma_decimal,,,,,,,,,,
inr_comparator,laborwerte,,dropdown,International Normalized Ratio Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
inr_unit,laborwerte,,dropdown,International Normalized Ratio Einheit,"1,{INR}",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
inr_loinc_1,laborwerte,,dropdown,International Normalized Ratio LOINC-Code,"6301-6,6301-6 - INR in plättchenarmem Plasma durch Gerinnungstest | 46418-0,46418-0 - INR in Kapillarblut durch Gerinnungstest | 34714-6,34714-6 - INR in Blut durch Gerinnungstest",,,,,,,,,,,,
serumalbumin_code,laborwerte,Serum-Albumin,text,2.16.840.1.113883.6.1_76631-1__2.16.840.1.113883.6.1_62235-7__2.16.840.1.113883.6.1_62234-0__2.16.840.1.113883.6.1_61152-5__2.16.840.1.113883.6.1_61151-7__2.16.840.1.113883.6.1_2862-1__2.16.840.1.113883.6.1_1751-7__2.16.840.1.113883.6.1_54347-0,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_76631-1__2.16.840.1.113883.6.1_62235-7__2.16.840.1.113883.6.1_62234-0__2.16.840.1.113883.6.1_61152-5__2.16.840.1.113883.6.1_61151-7__2.16.840.1.113883.6.1_2862-1__2.16.840.1.113883.6.1_1751-7__2.16.840.1.113883.6.1_54347-0"""
serumalbumin,laborwerte,Serum-Albumin,text,Serum-Albumin,,,number_comma_decimal,,,,,,,,,,
serumalbumin_comparator,laborwerte,,dropdown,Serum-Albumin Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
serumalbumin_unit,laborwerte,,dropdown,Serum-Albumin Einheit,"1,g/L | 2,umol/L | 3,g/dL",,,,,,,,,,,,
serumalbumin_loinc_1,laborwerte,,dropdown,Serum-Albumin LOINC-Code,"76631-1,76631-1 - Albumin [Masse/Volumen] in Blut durch Bromkresolpurpur-Farbstoffbindungsmethode | 61152-5,61152-5 - Albumin [Masse/Volumen] in Serum oder Plasma durch Bromkresolpurpur-Farbstoffbindungsmethode | 61151-7,61151-7 - Albumin [Masse/Volumen] in Serum oder Plasma durch Bromkresolgrün-Farbstoffbindungsmethode | 2862-1,2862-1 - Albumin [Masse/Volumen] in Serum oder Plasma durch Elektrophorese | 1751-7,1751-7 - Albumin [Masse/Volumen] in Serum oder Plasma",,,,,,"[serumalbumin_unit] = ""1""",,,,,,
serumalbumin_loinc_2,laborwerte,,dropdown,Serum-Albumin LOINC-Code,"62235-7,62235-7 - Albumin [Mol/Volumen] in Serum oder Plasma durch Bromkresolgrün-Farbstoffbindungsmethode | 62234-0,62234-0 - Albumin [Mol/Volumen] in Serum oder Plasma durch Bromkresolpurpur-Farbstoffbindungsmethode | 54347-0,54347-0 - Albumin [Mol/Volumen] in Serum oder Plasma",,,,,,"[serumalbumin_unit] = ""2""",,,,,,
serumalbumin_loinc_3,laborwerte,,dropdown,Serum-Albumin LOINC-Code,"76631-1,76631-1 - Albumin [Masse/Volumen] in Blut durch Bromkresolpurpur-Farbstoffbindungsmethode | 61152-5,61152-5 - Albumin [Masse/Volumen] in Serum oder Plasma durch Bromkresolpurpur-Farbstoffbindungsmethode | 61151-7,61151-7 - Albumin [Masse/Volumen] in Serum oder Plasma durch Bromkresolgrün-Farbstoffbindungsmethode | 2862-1,2862-1 - Albumin [Masse/Volumen] in Serum oder Plasma durch Elektrophorese | 1751-7,1751-7 - Albumin [Masse/Volumen] in Serum oder Plasma",,,,,,"[serumalbumin_unit] = ""3""",,,,,,
antithrombin_iii_code,laborwerte,Antithrombin III,text,2.16.840.1.113883.6.1_27812-7__2.16.840.1.113883.6.1_27811-9__2.16.840.1.113883.6.1_3176-5__2.16.840.1.113883.6.1_91120-6__2.16.840.1.113883.6.1_3174-0,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_27812-7__2.16.840.1.113883.6.1_27811-9__2.16.840.1.113883.6.1_3176-5__2.16.840.1.113883.6.1_91120-6__2.16.840.1.113883.6.1_3174-0"""
antithrombin_iii,laborwerte,Antithrombin III,text,Antithrombin III,,,number_comma_decimal,,,,,,,,,,
antithrombin_iii_comparator,laborwerte,,dropdown,Antithrombin III Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
antithrombin_iii_unit,laborwerte,,dropdown,Antithrombin III Einheit,"1,% | 2,[IU]/mL",,,,,,,,,,,,
antithrombin_iii_loinc_1,laborwerte,,dropdown,Antithrombin III LOINC-Code,"27812-7,27812-7 - Antithrombin Ag tatsächlich / normal in plättchenarmem Plasma durch Immunoassay | 27811-9,27811-9 - Antithrombin tatsächlich / normal in plättchenarmem Plasma durch chromogenes Verfahren | 91120-6,91120-6 - Antithrombin in plättchenarmem Plasma chromogenes Verfahren ohne Zusatz von Heparin",,,,,,"[antithrombin_iii_unit] = ""1""",,,,,,
antithrombin_iii_loinc_2,laborwerte,,dropdown,Antithrombin III LOINC-Code,"3174-0,3174-0 - Antithrombin [Einheiten/Volumen] in plättchenarmem Plasma durch chromogenes Verfahren",,,,,,"[antithrombin_iii_unit] = ""2""",,,,,,
pct_procalcitonin_code,laborwerte,Procalcitonin,text,2.16.840.1.113883.6.1_75241-0__2.16.840.1.113883.6.1_33959-8,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_75241-0__2.16.840.1.113883.6.1_33959-8"""
pct_procalcitonin,laborwerte,Procalcitonin,text,Procalcitonin,,,number_comma_decimal,,,,,,,,,,
pct_procalcitonin_comparator,laborwerte,,dropdown,Procalcitonin Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
pct_procalcitonin_unit,laborwerte,,dropdown,Procalcitonin Einheit,"1,ng/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
pct_procalcitonin_loinc_1,laborwerte,,dropdown,Procalcitonin LOINC-Code,"75241-0,75241-0 - Procalcitonin [Masse/Volumen] in Serum oder Plasma durch Immunoassay | 33959-8,33959-8 - Procalcitonin [Masse/Volumen] in Serum oder Plasma",,,,,,,,,,,,
il6_interleukin_6_code,laborwerte,Interleukin 6,text,2.16.840.1.113883.6.1_44322-6__2.16.840.1.113883.6.1_26881-3__2.16.840.1.113883.6.1_49919-4__2.16.840.1.113883.6.1_49732-1,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_44322-6__2.16.840.1.113883.6.1_26881-3__2.16.840.1.113883.6.1_49919-4__2.16.840.1.113883.6.1_49732-1"""
il6_interleukin_6,laborwerte,Interleukin 6,text,Interleukin 6,,,number_comma_decimal,,,,,,,,,,
il6_interleukin_6_comparator,laborwerte,,dropdown,Interleukin 6 Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
il6_interleukin_6_unit,laborwerte,,dropdown,Interleukin 6 Einheit,"1,pg/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
il6_interleukin_6_loinc_1,laborwerte,,dropdown,Interleukin 6 LOINC-Code,"44322-6,44322-6 - Interleukin 6 [Anwesenheit] in Serum oder Plasma | 26881-3,26881-3 - Interleukin 6 [Masse/Volumen] in Serum oder Plasma | 49919-4,49919-4 - Interleukin 6 [Masse/Volumen] in zerebraler Rückenmarksflüssigkeit | 49732-1,49732-1 - Interleukin 6 [Masse/Volumen] in Körperflüssigkeit",,,,,,,,,,,,
ntprobnp_code,laborwerte,N-terminales B-Typ natriuretisches Peptid,text,2.16.840.1.113883.6.1_83107-3__2.16.840.1.113883.6.1_33762-6,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_83107-3__2.16.840.1.113883.6.1_33762-6"""
ntprobnp,laborwerte,N-terminales B-Typ natriuretisches Peptid,text,N-terminales B-Typ natriuretisches Peptid,,N-terminales B-Typ natriuretisches Peptid,number_comma_decimal,,,,,,,,,,
ntprobnp_comparator,laborwerte,,dropdown,N-terminales B-Typ natriuretisches Peptid Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
ntprobnp_unit,laborwerte,,dropdown,N-terminales B-Typ natriuretisches Peptid Einheit,"1,pg/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
ntprobnp_loinc_1,laborwerte,,dropdown,N-terminales B-Typ natriuretisches Peptid LOINC-Code,"83107-3,83107-3 - Natriuretic peptide.B prohormone N-Terminal [Masse/Volumen] in Serum oder Plasma durch Immunoassay | 33762-6,33762-6 - Natriuretic peptide.B prohormone N-Terminal [Masse/Volumen] in Serum oder Plasma",,,,,,,,,,,,
fibrinogen_code,laborwerte,Fibrinogen,text,2.16.840.1.113883.6.1_30902-1__2.16.840.1.113883.6.1_48664-7__2.16.840.1.113883.6.1_3255-7,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_30902-1__2.16.840.1.113883.6.1_48664-7__2.16.840.1.113883.6.1_3255-7"""
fibrinogen,laborwerte,Fibrinogen,text,Fibrinogen,,,number_comma_decimal,,,,,,,,,,
fibrinogen_comparator,laborwerte,,dropdown,Fibrinogen Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
fibrinogen_unit,laborwerte,,dropdown,Fibrinogen Einheit,"1,g/L | 2,mg/dL",,,,,,,,,,,,
fibrinogen_loinc_1,laborwerte,,dropdown,Fibrinogen LOINC-Code,"30902-1,30902-1 - Fibrinogen [Masse/Volumen] in plättchenarmem Plasma durch Hitzedenaturierung | 48664-7,48664-7 - Fibrinogen [Masse/Volumen] in plättchenarmem Plasma durch Gerinnung abgeleitet | 3255-7,3255-7 - Fibrinogen [Masse/Volumen] in plättchenarmem Plasma durch Gerinnungstest",,,,,,"[fibrinogen_unit] = ""1""",,,,,,
fibrinogen_loinc_2,laborwerte,,dropdown,Fibrinogen LOINC-Code,"30902-1,30902-1 - Fibrinogen [Masse/Volumen] in plättchenarmem Plasma durch Hitzedenaturierung | 48664-7,48664-7 - Fibrinogen [Masse/Volumen] in plättchenarmem Plasma durch Gerinnung abgeleitet | 3255-7,3255-7 - Fibrinogen [Masse/Volumen] in plättchenarmem Plasma durch Gerinnungstest",,,,,,"[fibrinogen_unit] = ""2""",,,,,,
sarsco_v2rtpcr_code,laborwerte,SARS-CoV-2-RT-PCR,text,2.16.840.1.113883.6.1_94500-6,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94500-6"""
sarsco_v2rtpcr,laborwerte,SARS-CoV-2-RT-PCR,dropdown,SARS-CoV-2-RT-PCR,"2.16.840.1.113883.6.96_260373001,Nachgewiesen | 2.16.840.1.113883.6.96_260415000,Nicht nachgewiesen | 2.16.840.1.113883.6.96_419984006,Uneindeutig",,,,,,,,,,,,
sarsco_v2rtpcr_loinc,laborwerte,,dropdown,SARS-CoV-2-RT-PCR LOINC-Code,"94500-6,94500-6 - SARS-CoV-2 (COVID-19) RNA [Anwesenheit] in Atemwegsprobe durch NAA mit Sondenerkennung",,,,,,,,,,,,"@DEFAULT=""94500-6_sars-cov-2-covid-19-rna-in-respiratory-specimen-by-naa-with-probe-detection""@READONLY"
sarsco_v2_covid19_ig_g_ia_ql_code,laborwerte,SARS-CoV-2 (COVID-19) IgG IA Ql,text,2.16.840.1.113883.6.1_94563-4,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94563-4"""
sarsco_v2_covid19_ig_g_ia_ql,laborwerte,SARS-CoV-2 (COVID-19) IgG IA Ql,dropdown,SARS-CoV-2 (COVID-19) IgG IA Ql (IA QI: Immunoassay-Qualität),"2.16.840.1.113883.6.96_260373001,Nachgewiesen | 2.16.840.1.113883.6.96_260415000,Nicht nachgewiesen | 2.16.840.1.113883.6.96_419984006,Uneindeutig",IA QI: Immunoassay-Qualität,,,,,,,,,,,
sarsco_v2_covid19_ig_g_ia_ql_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgG IA Ql (IA QI: Immunoassay-Qualität) LOINC-Code,"94563-4,94563-4 - SARS-CoV-2 (COVID-19) IgG Ab [Anwesenheit] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94563-4_sars-cov-2-covid-19-igg-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ig_g_ia_qn_code,laborwerte,SARS-CoV-2 (COVID-19) IgG IA Qn,text,2.16.840.1.113883.6.1_94505-5,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94505-5"""
sarsco_v2_covid19_ig_g_ia_qn,laborwerte,SARS-CoV-2 (COVID-19) IgG IA Qn,text,SARS-CoV-2 (COVID-19) IgG IA Qn (IA QI: Immunoassay-Quantität),,IA QI: Immunoassay-Quantität,number_comma_decimal,,,,,,,,,,
sarsco_v2_covid19_ig_g_ia_qn_comparator,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgG IA Qn (IA QI: Immunoassay-Quantität) Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
sarsco_v2_covid19_ig_g_ia_qn_unit,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgG IA Qn (IA QI: Immunoassay-Quantität) Einheit,"1,[arb'U]/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
sarsco_v2_covid19_ig_g_ia_qn_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgG IA Qn (IA QI: Immunoassay-Quantität) LOINC-Code,"94505-5,94505-5 - SARS-CoV-2 (COVID-19) IgG Ab [Einheiten/Volumen] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94505-5_sars-cov-2-covid-19-igg-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ig_m_ia_ql_code,laborwerte,SARS-CoV-2 (COVID-19) IgM IA Ql,text,2.16.840.1.113883.6.1_94564-2,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94564-2"""
sarsco_v2_covid19_ig_m_ia_ql,laborwerte,SARS-CoV-2 (COVID-19) IgM IA Ql,dropdown,SARS-CoV-2 (COVID-19) IgM IA Ql (IA QI: Immunoassay-Qualität),"2.16.840.1.113883.6.96_260373001,Nachgewiesen | 2.16.840.1.113883.6.96_260415000,Nicht nachgewiesen | 2.16.840.1.113883.6.96_419984006,Uneindeutig",IA QI: Immunoassay-Qualität,,,,,,,,,,,
sarsco_v2_covid19_ig_m_ia_ql_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgM IA Ql (IA QI: Immunoassay-Qualität) LOINC-Code,"94564-2,94564-2 - SARS-CoV-2 (COVID-19) IgM Ab [Anwesenheit] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94564-2_sars-cov-2-covid-19-igm-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ig_m_ia_qn_code,laborwerte,SARS-CoV-2 (COVID-19) IgM IA Qn,text,2.16.840.1.113883.6.1_94506-3,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94506-3"""
sarsco_v2_covid19_ig_m_ia_qn,laborwerte,SARS-CoV-2 (COVID-19) IgM IA Qn,text,SARS-CoV-2 (COVID-19) IgM IA Qn (IA QI: Immunoassay-Quantität),,IA QI: Immunoassay-Quantität,number_comma_decimal,,,,,,,,,,
sarsco_v2_covid19_ig_m_ia_qn_comparator,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgM IA Qn (IA QI: Immunoassay-Quantität) Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
sarsco_v2_covid19_ig_m_ia_qn_unit,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgM IA Qn (IA QI: Immunoassay-Quantität) Einheit,"1,[arb'U]/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
sarsco_v2_covid19_ig_m_ia_qn_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgM IA Qn (IA QI: Immunoassay-Quantität) LOINC-Code,"94506-3,94506-3 - SARS-CoV-2 (COVID-19) IgM Ab [Einheiten/Volumen] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94506-3_sars-cov-2-covid-19-igm-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ig_a_ia_ql_code,laborwerte,SARS-CoV-2 (COVID-19) IgA IA Ql,text,2.16.840.1.113883.6.1_94562-6,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94562-6"""
sarsco_v2_covid19_ig_a_ia_ql,laborwerte,SARS-CoV-2 (COVID-19) IgA IA Ql,dropdown,SARS-CoV-2 (COVID-19) IgA IA Ql (IA QI: Immunoassay-Qualität),"2.16.840.1.113883.6.96_260373001,Nachgewiesen | 2.16.840.1.113883.6.96_260415000,Nicht nachgewiesen | 2.16.840.1.113883.6.96_419984006,Uneindeutig",IA QI: Immunoassay-Qualität,,,,,,,,,,,
sarsco_v2_covid19_ig_a_ia_ql_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgA IA Ql (IA QI: Immunoassay-Qualität) LOINC-Code,"94562-6,94562-6 - SARS-CoV-2 (COVID-19) IgA Ab [Anwesenheit] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94562-6_sars-cov-2-covid-19-iga-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ig_a_ia_qn_code,laborwerte,SARS-CoV-2 (COVID-19) IgA IA Qn,text,2.16.840.1.113883.6.1_94720-0,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94720-0"""
sarsco_v2_covid19_ig_a_ia_qn,laborwerte,SARS-CoV-2 (COVID-19) IgA IA Qn,text,SARS-CoV-2 (COVID-19) IgA IA Qn (IA QI: Immunoassay-Quantität),,IA QI: Immunoassay-Quantität,number_comma_decimal,,,,,,,,,,
sarsco_v2_covid19_ig_a_ia_qn_comparator,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgA IA Qn (IA QI: Immunoassay-Quantität) Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
sarsco_v2_covid19_ig_a_ia_qn_unit,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgA IA Qn (IA QI: Immunoassay-Quantität) Einheit,"1,[IU]/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
sarsco_v2_covid19_ig_a_ia_qn_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) IgA IA Qn (IA QI: Immunoassay-Quantität) LOINC-Code,"94720-0,94720-0 - SARS-CoV-2 (COVID-19) IgA Ab [Einheiten/Volumen] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94720-0_sars-cov-2-covid-19-iga-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ab_ia_ql_code,laborwerte,SARS-CoV-2 (COVID-19) Ab IA Ql,text,2.16.840.1.113883.6.1_94762-2,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94762-2"""
